Date (UTC+2:00),Token,Type,Price (CZK),Amount,Total value (CZK),Fee,Fee Currency,Notes
2025-04-26 09:05:00,TRX,sell,4921,0.011311,6,0,CZK,Ztráta
2025-04-26 14:04:00,BNB,buy,891409,0.08106,-72258,0,CZK,Automatický trade
2025-04-26 14:40:00,TRX,sell,910159,0.004174,3922,0,CZK,Korekce trhu
2025-04-27 14:01:00,BTC,buy,1039976,0.02231,-23202,0,CZK,Optimalizace robota
2025-04-27 17:17:00,XRP,sell,1096945,0.064555,71024,0,CZK,Ztráta
2025-04-27 16:39:00,LTC,sell,440516,0.093036,40822,0,CZK,Stabilní růst
2025-04-27 16:59:00,BTC,sell,682865,0.076777,52825,0,CZK,Stabilní růst
2025-04-27 10:12:00,AVAX,buy,923538,0.051,-47100,0,CZK,Korekce trhu
2025-04-27 19:06:00,DOGE,sell,310404,0.065826,20259,0,CZK,Korekce trhu
2025-04-28 15:34:00,BNB,buy,1056803,0.032687,-34544,0,CZK,Ztráta
2025-04-28 14:34:00,DOGE,sell,1311131,0.052314,68940,0,CZK,Volatilita trhu
2025-04-28 11:45:00,DOGE,sell,278089,0.051186,14089,0,CZK,Volatilita trhu
2025-04-28 18:02:00,ATOM,buy,649809,0.005729,-3723,0,CZK,Zisk
2025-04-28 20:36:00,LTC,buy,1234042,0.073168,-90292,0,CZK,Stabilní růst
2025-04-29 18:46:00,ATOM,sell,1189316,0.057807,69028,0,CZK,Automatický trade
2025-04-29 20:30:00,DOGE,buy,581139,0.082578,-47989,0,CZK,Stabilní růst
2025-04-29 19:17:00,BTC,sell,9424,0.046847,721,0,CZK,Korekce trhu
2025-04-29 11:31:00,ATOM,sell,1270236,0.053002,67655,0,CZK,Ztráta
2025-04-30 15:12:00,MATIC,buy,13873,0.044318,-615,0,CZK,Stabilní růst
2025-05-01 19:34:00,SOL,sell,566706,0.086194,48886,0,CZK,Stabilní růst
2025-05-01 14:20:00,LINK,buy,759446,0.045904,-34862,0,CZK,Korekce trhu
2025-05-01 18:17:00,LINK,buy,1234931,0.048726,-60173,0,CZK,Volatilita trhu
2025-05-01 09:57:00,DOT,sell,641552,0.001463,1246,0,CZK,Korekce trhu
2025-05-02 13:52:00,LTC,buy,921702,0.096956,-89365,0,CZK,Korekce trhu
2025-05-02 18:15:00,TRX,sell,293252,0.085472,25372,0,CZK,Automatický trade
2025-05-02 08:29:00,BTC,sell,1064586,0.016586,17753,0,CZK,Automatický trade
2025-05-02 14:15:00,TRX,buy,554962,0.099632,-55292,0,CZK,Stabilní růst
2025-05-02 16:17:00,BNB,sell,924852,0.005794,5373,0,CZK,Korekce trhu
2025-05-03 19:47:00,DOT,sell,382628,0.039521,15473,0,CZK,Stabilní růst
2025-05-04 16:41:00,TRX,buy,1370315,0.001373,-1881,0,CZK,Optimalizace robota
2025-05-04 17:43:00,ADA,buy,806827,0.060477,-48794,0,CZK,Zisk
2025-05-04 17:50:00,LINK,sell,265800,0.007776,2339,0,CZK,Korekce trhu
2025-05-04 13:06:00,TRX,buy,1342420,0.020083,-26960,0,CZK,Automatický trade
2025-05-05 12:26:00,ETH,buy,1237047,0.083357,-103117,0,CZK,Volatilita trhu
2025-05-05 15:55:00,SOL,buy,1019972,0.0387,-39473,0,CZK,Stabilní růst
2025-05-05 16:24:00,DOT,sell,619199,0.049374,30450,0,CZK,Ztráta
2025-05-05 12:27:00,TRX,sell,755963,0.04647,35247,0,CZK,Ztráta
2025-05-05 14:10:00,TRX,buy,341331,0.069668,-23780,0,CZK,Optimalizace robota
2025-05-06 15:23:00,ETH,sell,1177917,0.07374,87032,0,CZK,Zisk
2025-05-06 20:44:00,BNB,buy,779133,0.049327,-38432,0,CZK,Volatilita trhu
2025-05-07 13:41:00,LINK,buy,897820,0.021328,-19149,0,CZK,Zisk
2025-05-07 09:53:00,LTC,buy,1264016,0.063951,-80835,0,CZK,Zisk
2025-05-07 22:08:00,SOL,sell,522749,0.061695,32291,0,CZK,Automatický trade
2025-05-07 22:07:00,BTC,buy,735548,0.047033,-34595,0,CZK,Volatilita trhu
2025-05-07 13:00:00,XRP,sell,1053157,0.007601,7997,0,CZK,Optimalizace robota
2025-05-08 19:38:00,ATOM,sell,1077242,0.040329,43283,0,CZK,Stabilní růst
2025-05-08 19:02:00,TRX,buy,1233868,0.08064,-99499,0,CZK,Korekce trhu
2025-05-08 16:43:00,ADA,buy,1394405,0.060319,-84109,0,CZK,Ztráta
2025-05-08 16:28:00,TRX,sell,1346863,0.02901,39051,0,CZK,Korekce trhu
2025-05-09 09:02:00,DOT,buy,507391,0.038003,-19282,0,CZK,Automatický trade
2025-05-09 15:27:00,DOGE,sell,972197,0.069439,67445,0,CZK,Volatilita trhu
2025-05-09 09:36:00,TRX,sell,872045,0.012847,11352,0,CZK,Optimalizace robota
2025-05-09 16:29:00,XRP,buy,221797,0.089498,-19850,0,CZK,Korekce trhu
2025-05-10 13:55:00,LINK,sell,638905,0.095266,61111,0,CZK,Stabilní růst
2025-05-10 22:15:00,BTC,buy,1051285,0.036497,-38369,0,CZK,Automatický trade
2025-05-10 15:03:00,TRX,buy,1125507,0.04919,-55364,0,CZK,Ztráta
2025-05-10 21:28:00,BTC,sell,506619,0.054767,27774,0,CZK,Stabilní růst
2025-05-11 12:10:00,AVAX,buy,3494,0.064274,-225,0,CZK,Stabilní růst
2025-05-11 19:50:00,ATOM,sell,948618,0.031179,29570,0,CZK,Optimalizace robota
2025-05-11 16:19:00,BTC,sell,895558,0.098037,87699,0,CZK,Korekce trhu
2025-05-11 13:08:00,XRP,sell,711110,0.089821,63833,0,CZK,Automatický trade
2025-05-11 16:42:00,ATOM,sell,505988,0.042637,21616,0,CZK,Volatilita trhu
2025-05-11 16:05:00,DOGE,sell,208586,0.093056,19247,0,CZK,Optimalizace robota
2025-05-12 17:06:00,ETH,sell,1289243,0.009171,11940,0,CZK,Volatilita trhu
2025-05-12 21:12:00,ATOM,sell,29786,0.073054,2468,0,CZK,Optimalizace robota
2025-05-12 08:57:00,TRX,buy,892518,0.034503,-30795,0,CZK,Volatilita trhu
2025-05-12 22:39:00,SOL,sell,368127,0.00431,1480,0,CZK,Zisk
2025-05-12 15:54:00,SOL,buy,978478,0.047723,-46696,0,CZK,Stabilní růst
2025-05-12 11:51:00,XRP,sell,320323,0.027186,8825,0,CZK,Optimalizace robota
2025-05-13 15:34:00,XRP,sell,1325621,0.040757,53930,0,CZK,Ztráta
2025-05-13 15:31:00,ADA,sell,525304,0.047345,24774,0,CZK,Volatilita trhu
2025-05-13 08:44:00,DOT,sell,1483485,0.088004,130611,0,CZK,Korekce trhu
2025-05-14 08:25:00,TRX,buy,828801,0.051643,-42802,0,CZK,Korekce trhu
2025-05-15 08:41:00,ATOM,sell,813636,0.094948,77254,0,CZK,Ztráta
2025-05-15 20:44:00,BNB,sell,537586,0.087394,46933,0,CZK,Automatický trade
2025-05-16 15:43:00,DOT,buy,1158287,0.002416,-2798,0,CZK,Ztráta
2025-05-17 15:40:00,TRX,sell,663642,0.008901,6006,0,CZK,Volatilita trhu
2025-05-17 15:04:00,AVAX,sell,17250,0.00625,66,0,CZK,Korekce trhu
2025-05-17 10:51:00,TRX,sell,918780,0.076906,70571,0,CZK,Korekce trhu
2025-05-17 14:27:00,TRX,buy,312446,0.026049,-8139,0,CZK,Automatický trade
2025-05-17 14:14:00,TRX,buy,793220,0.054801,-43469,0,CZK,Stabilní růst
2025-05-17 18:09:00,TRX,sell,527592,0.026068,13864,0,CZK,Volatilita trhu
2025-05-18 16:14:00,SOL,sell,330266,0.005102,1877,0,CZK,Stabilní růst
2025-05-18 16:16:00,XRP,buy,340767,0.022302,-7600,0,CZK,Zisk
2025-05-18 17:25:00,SOL,buy,287761,0.009053,-2605,0,CZK,Zisk
2025-05-18 10:17:00,XRP,sell,573245,0.005447,3127,0,CZK,Korekce trhu
2025-05-18 12:22:00,XRP,buy,1095002,0.061524,-67369,0,CZK,Korekce trhu
2025-05-18 14:07:00,MATIC,buy,12465,0.0097,-121,0,CZK,Korekce trhu
2025-05-19 14:11:00,AVAX,sell,1131537,0.005979,6820,0,CZK,Optimalizace robota
2025-05-19 14:05:00,DOGE,buy,758284,0.00767,-5816,0,CZK,Ztráta
2025-05-19 16:36:00,MATIC,buy,1317509,0.045745,-60269,0,CZK,Volatilita trhu
2025-05-19 16:16:00,MATIC,sell,1487670,0.012836,19096,0,CZK,Ztráta
2025-05-19 13:57:00,DOGE,buy,851634,0.091267,-77726,0,CZK,Optimalizace robota
2025-05-20 14:09:00,LTC,sell,50220,0.078133,3988,0,CZK,Automatický trade
2025-05-20 18:58:00,DOGE,buy,1488358,0.082028,-122087,0,CZK,Automatický trade
2025-05-20 12:45:00,XRP,sell,1030455,0.067861,69807,0,CZK,Korekce trhu
2025-05-21 20:02:00,XRP,buy,948736,0.044512,-42230,0,CZK,Volatilita trhu
2025-05-21 12:37:00,TRX,buy,660113,0.04385,-28946,0,CZK,Korekce trhu
2025-05-22 15:53:00,BTC,buy,676394,0.004676,-3163,0,CZK,Volatilita trhu
2025-05-22 22:25:00,XRP,buy,832198,0.001294,-1077,0,CZK,Ztráta
2025-05-22 14:10:00,DOT,buy,467123,0.024162,-11287,0,CZK,Ztráta
2025-05-22 09:19:00,SOL,sell,1034932,0.005544,6116,0,CZK,Stabilní růst
2025-05-22 14:53:00,LTC,buy,629573,0.052363,-32966,0,CZK,Automatický trade
2025-05-23 16:33:00,ETH,sell,77695,0.076806,5846,0,CZK,Zisk
2025-05-23 08:25:00,DOGE,buy,1458001,0.037074,-54054,0,CZK,Optimalizace robota
2025-05-23 13:28:00,AVAX,sell,1341723,0.059708,79941,0,CZK,Zisk
2025-05-23 19:47:00,BNB,buy,1108132,0.042554,-47155,0,CZK,Korekce trhu
2025-05-24 17:57:00,DOT,sell,862247,0.098225,84883,0,CZK,Volatilita trhu
2025-05-24 12:01:00,MATIC,buy,1361538,0.007338,-9991,0,CZK,Stabilní růst
2025-05-24 17:43:00,ATOM,buy,917892,0.080247,-73658,0,CZK,Stabilní růst
2025-05-25 14:37:00,ADA,sell,1498218,0.092784,139036,0,CZK,Optimalizace robota
2025-05-25 10:38:00,SOL,sell,1194977,0.026081,31378,0,CZK,Zisk
2025-05-25 17:32:00,AVAX,buy,810053,0.035334,-28622,0,CZK,Ztráta
2025-05-25 19:16:00,ADA,buy,256332,0.052302,-13407,0,CZK,Korekce trhu
2025-05-25 19:12:00,BTC,buy,1011292,0.030398,-30741,0,CZK,Korekce trhu
2025-05-25 14:10:00,DOGE,buy,536966,0.016441,-8828,0,CZK,Optimalizace robota
2025-05-26 18:19:00,AVAX,sell,1160334,0.086025,99908,0,CZK,Zisk
2025-05-26 10:29:00,BTC,buy,479854,0.097375,-46726,0,CZK,Ztráta
2025-05-27 08:13:00,TRX,sell,755399,0.063437,47794,0,CZK,Zisk
2025-05-27 19:12:00,TRX,buy,163628,0.01526,-2497,0,CZK,Stabilní růst
2025-05-27 12:38:00,ADA,sell,1300434,0.085495,111410,0,CZK,Stabilní růst
2025-05-28 09:20:00,MATIC,sell,657295,0.053986,35307,0,CZK,Zisk
2025-05-28 15:22:00,TRX,sell,578217,0.046507,27224,0,CZK,Volatilita trhu
2025-05-28 14:28:00,BNB,buy,1291732,0.020947,-27058,0,CZK,Optimalizace robota
2025-05-28 08:40:00,XRP,sell,313760,0.029218,9415,0,CZK,Stabilní růst
2025-05-29 08:08:00,DOT,sell,353276,0.028534,10319,0,CZK,Korekce trhu
2025-05-30 21:17:00,TRX,sell,554745,0.001809,1126,0,CZK,Zisk
2025-05-30 18:07:00,SOL,sell,232799,0.048935,11730,0,CZK,Stabilní růst
2025-05-30 15:36:00,LINK,sell,192217,0.033004,6538,0,CZK,Automatický trade
2025-05-31 08:14:00,LTC,buy,474372,0.02064,-9791,0,CZK,Optimalizace robota
2025-05-31 22:36:00,LINK,buy,1039346,0.090725,-94295,0,CZK,Korekce trhu
2025-05-31 12:31:00,BTC,buy,331498,0.084934,-28155,0,CZK,Korekce trhu
2025-05-31 11:58:00,DOT,buy,1270164,0.027599,-35055,0,CZK,Stabilní růst
2025-05-31 21:12:00,BNB,sell,1070918,0.003521,3890,0,CZK,Zisk
2025-06-01 22:14:00,LTC,sell,360050,0.046426,16792,0,CZK,Stabilní růst
2025-06-01 19:55:00,ETH,buy,1297595,0.063976,-83015,0,CZK,Optimalizace robota
2025-06-02 22:46:00,LTC,buy,900070,0.014128,-12716,0,CZK,Optimalizace robota
2025-06-02 19:04:00,ATOM,buy,82017,0.025118,-2060,0,CZK,Zisk
2025-06-03 12:46:00,DOGE,sell,1339492,0.012087,16527,0,CZK,Stabilní růst
2025-06-03 09:36:00,DOGE,buy,119448,0.056001,-6689,0,CZK,Ztráta
2025-06-03 21:04:00,TRX,buy,1230997,0.084836,-104433,0,CZK,Stabilní růst
2025-06-03 17:06:00,TRX,buy,708034,0.006419,-4545,0,CZK,Zisk
2025-06-03 13:58:00,ETH,sell,1107079,0.013347,14785,0,CZK,Automatický trade
2025-06-04 19:21:00,DOT,sell,647509,0.098426,64090,0,CZK,Optimalizace robota
2025-06-04 12:57:00,SOL,sell,146819,0.096663,14548,0,CZK,Korekce trhu
2025-06-04 19:34:00,ADA,buy,386169,0.080007,-30896,0,CZK,Zisk
2025-06-04 12:33:00,LTC,sell,89336,0.087478,7863,0,CZK,Korekce trhu
2025-06-05 12:31:00,BNB,buy,1080413,0.028631,-30933,0,CZK,Ztráta
2025-06-05 13:22:00,LTC,buy,1053160,0.04797,-50520,0,CZK,Zisk
2025-06-06 09:20:00,XRP,sell,594898,0.082696,49187,0,CZK,Automatický trade
2025-06-07 16:26:00,LTC,sell,648774,0.005873,3817,0,CZK,Automatický trade
2025-06-08 17:41:00,MATIC,buy,601490,0.054608,-32846,0,CZK,Optimalizace robota
2025-06-08 09:17:00,TRX,buy,746102,0.064068,-47801,0,CZK,Automatický trade
2025-06-08 18:38:00,LTC,buy,750041,0.080399,-60303,0,CZK,Stabilní růst
2025-06-08 20:18:00,BNB,buy,648485,0.086058,-55807,0,CZK,Korekce trhu
2025-06-08 15:41:00,MATIC,sell,65839,0.04349,2772,0,CZK,Zisk
2025-06-09 13:00:00,ADA,buy,933874,0.029089,-27165,0,CZK,Ztráta
2025-06-09 22:57:00,ADA,buy,1077217,0.06175,-66518,0,CZK,Ztráta
2025-06-09 14:34:00,AVAX,buy,1129601,0.018261,-20628,0,CZK,Optimalizace robota
2025-06-09 22:17:00,LTC,sell,1349533,0.073383,99414,0,CZK,Ztráta
2025-06-10 18:48:00,MATIC,sell,1312277,0.057651,76027,0,CZK,Automatický trade
2025-06-10 17:19:00,BNB,sell,164894,0.032991,5720,0,CZK,Ztráta
2025-06-10 18:52:00,LTC,sell,737723,0.039335,28893,0,CZK,Zisk
2025-06-10 16:27:00,BNB,sell,701938,0.066452,46738,0,CZK,Optimalizace robota
2025-06-11 11:49:00,DOT,buy,896924,0.036746,-32958,0,CZK,Optimalizace robota
2025-06-11 08:07:00,BTC,buy,577000,0.081385,-46959,0,CZK,Automatický trade
2025-06-11 22:52:00,ADA,sell,300456,0.055015,16616,0,CZK,Volatilita trhu
2025-06-12 14:40:00,DOT,buy,1085848,0.042053,-45663,0,CZK,Automatický trade
2025-06-12 18:35:00,BNB,buy,1200961,0.079801,-95838,0,CZK,Automatický trade
2025-06-12 20:04:00,XRP,buy,1411358,0.064818,-91481,0,CZK,Optimalizace robota
2025-06-12 12:22:00,DOT,sell,1300973,0.074523,97284,0,CZK,Stabilní růst
2025-06-12 20:54:00,DOGE,buy,1228864,0.088613,-108893,0,CZK,Optimalizace robota
2025-06-13 20:17:00,ETH,buy,437169,0.077896,-34054,0,CZK,Stabilní růst
2025-06-13 09:06:00,ETH,sell,1302923,0.032219,42158,0,CZK,Stabilní růst
2025-06-13 19:48:00,LTC,buy,407704,0.022688,-9250,0,CZK,Automatický trade
2025-06-13 13:00:00,DOT,buy,354063,0.091834,-32515,0,CZK,Optimalizace robota
2025-06-13 08:48:00,TRX,buy,519129,0.02922,-15169,0,CZK,Korekce trhu
2025-06-13 21:38:00,ADA,buy,88338,0.027627,-2441,0,CZK,Stabilní růst
2025-06-14 08:20:00,LINK,sell,449816,0.00215,1198,0,CZK,Stabilní růst
2025-06-15 14:21:00,BNB,sell,1049823,0.087919,92124,0,CZK,Optimalizace robota
2025-06-15 08:35:00,LINK,buy,1041679,0.086818,-90436,0,CZK,Automatický trade
2025-06-15 20:31:00,ATOM,buy,517689,0.069026,-35734,0,CZK,Zisk
2025-06-16 17:01:00,MATIC,sell,1406456,0.046022,64805,0,CZK,Zisk
2025-06-16 21:43:00,ETH,buy,1332817,0.042946,-57239,0,CZK,Optimalizace robota
2025-06-16 17:05:00,DOT,buy,936069,0.022817,-21358,0,CZK,Ztráta
2025-06-17 18:19:00,BNB,sell,1455970,0.070715,102910,0,CZK,Optimalizace robota
2025-06-17 08:14:00,ETH,buy,688613,0.062632,-43129,0,CZK,Zisk
2025-06-17 20:46:00,MATIC,sell,1051287,0.016392,17256,0,CZK,Stabilní růst
2025-06-18 11:38:00,XRP,buy,467537,0.005853,-2736,0,CZK,Stabilní růst
2025-06-19 17:00:00,XRP,buy,1369281,0.01757,-24058,0,CZK,Zisk
2025-06-19 18:31:00,ATOM,sell,600401,0.022425,13654,0,CZK,Volatilita trhu
2025-06-20 13:53:00,SOL,buy,1045840,0.034275,-35846,0,CZK,Ztráta
2025-06-20 22:27:00,ADA,buy,1108264,0.079437,-88037,0,CZK,Ztráta
2025-06-21 11:27:00,TRX,buy,53715,0.050883,-2733,0,CZK,Automatický trade
2025-06-21 21:34:00,DOGE,buy,991687,0.068405,-67836,0,CZK,Optimalizace robota
2025-06-21 11:39:00,ETH,sell,1237711,0.05894,72790,0,CZK,Automatický trade
2025-06-21 22:01:00,BNB,sell,717072,0.015812,11450,0,CZK,Volatilita trhu
2025-06-21 13:19:00,DOGE,sell,39946,0.06976,2672,0,CZK,Ztráta
2025-06-21 10:10:00,DOT,buy,78518,0.03552,-2789,0,CZK,Stabilní růst
2025-06-22 20:58:00,ADA,buy,713498,0.084699,-60433,0,CZK,Korekce trhu
2025-06-22 11:51:00,ADA,sell,1160727,0.097771,113676,0,CZK,Ztráta
2025-06-22 15:16:00,XRP,sell,1484735,0.081818,121583,0,CZK,Automatický trade
2025-06-22 16:58:00,LINK,sell,316484,0.006545,2028,0,CZK,Korekce trhu
2025-06-22 16:40:00,SOL,buy,268624,0.031881,-8564,0,CZK,Ztráta
2025-06-22 16:20:00,MATIC,buy,376584,0.020378,-7674,0,CZK,Automatický trade
2025-06-23 17:53:00,LTC,buy,1092138,0.04875,-53242,0,CZK,Stabilní růst
2025-06-23 13:51:00,ADA,buy,1409626,0.037276,-52545,0,CZK,Volatilita trhu
2025-06-24 13:05:00,MATIC,buy,799523,0.020691,-16543,0,CZK,Automatický trade
2025-06-25 22:09:00,XRP,sell,781590,0.07933,62278,0,CZK,Korekce trhu
2025-06-25 17:48:00,TRX,sell,1468238,0.044696,65571,0,CZK,Stabilní růst
2025-06-25 10:15:00,BNB,sell,517975,0.096406,49855,0,CZK,Ztráta
2025-06-25 13:04:00,BTC,sell,514970,0.064999,33400,0,CZK,Zisk
2025-06-26 14:00:00,DOGE,sell,617725,0.005861,3709,0,CZK,Optimalizace robota
2025-06-26 18:49:00,AVAX,buy,1415943,0.03019,-42747,0,CZK,Stabilní růst
2025-06-26 16:54:00,XRP,sell,1218269,0.087431,106633,0,CZK,Automatický trade
2025-06-26 13:23:00,TRX,buy,894109,0.052414,-46864,0,CZK,Volatilita trhu
2025-06-26 16:05:00,XRP,buy,471867,0.036943,-17432,0,CZK,Optimalizace robota
2025-06-27 19:26:00,MATIC,buy,201980,0.032921,-6649,0,CZK,Zisk
2025-06-28 16:23:00,DOT,buy,376397,0.061855,-23282,0,CZK,Zisk
2025-06-28 17:19:00,DOT,sell,1121343,0.019491,22199,0,CZK,Volatilita trhu
2025-06-28 18:09:00,BTC,sell,1255123,0.013415,16973,0,CZK,Zisk
2025-06-28 19:33:00,ATOM,sell,459662,0.02334,11073,0,CZK,Ztráta
2025-06-28 09:03:00,LTC,buy,951706,0.091441,-87025,0,CZK,Optimalizace robota
2025-06-28 10:09:00,TRX,sell,919546,0.083588,77183,0,CZK,Volatilita trhu
2025-06-29 11:44:00,ATOM,buy,1473383,0.053224,-78419,0,CZK,Stabilní růst
2025-06-29 16:45:00,DOT,buy,49810,0.059547,-2966,0,CZK,Automatický trade
2025-06-29 14:37:00,TRX,buy,80364,0.055815,-4486,0,CZK,Zisk
2025-06-29 08:09:00,BTC,buy,1198668,0.079404,-95179,0,CZK,Ztráta
2025-06-30 11:52:00,SOL,buy,612630,0.089705,-54956,0,CZK,Stabilní růst
2025-06-30 14:46:00,ETH,sell,211684,0.006165,1426,0,CZK,Korekce trhu
2025-06-30 12:50:00,DOT,buy,876725,0.047221,-41400,0,CZK,Ztráta
2025-07-01 08:07:00,LTC,sell,1103520,0.013578,14891,0,CZK,Korekce trhu
2025-07-01 22:22:00,DOT,buy,93737,0.016982,-1592,0,CZK,Volatilita trhu
2025-07-02 17:02:00,AVAX,buy,1411032,0.008013,-11307,0,CZK,Stabilní růst
2025-07-02 12:00:00,MATIC,sell,170710,0.047727,8513,0,CZK,Volatilita trhu
2025-07-03 22:26:00,ATOM,buy,875713,0.055951,-48997,0,CZK,Volatilita trhu
2025-07-03 08:28:00,ETH,buy,116876,0.074816,-8744,0,CZK,Zisk
2025-07-03 22:10:00,LINK,sell,376098,0.067328,25428,0,CZK,Volatilita trhu
2025-07-04 17:58:00,SOL,buy,4693,0.024285,-114,0,CZK,Automatický trade
2025-07-04 21:06:00,DOT,buy,1260054,0.001397,-1760,0,CZK,Korekce trhu
2025-07-04 22:46:00,DOT,sell,446441,0.016504,7235,0,CZK,Stabilní růst
2025-07-04 09:57:00,BNB,sell,1194486,0.085767,102827,0,CZK,Volatilita trhu
2025-07-05 09:20:00,ADA,buy,740968,0.039501,-29269,0,CZK,Automatický trade
2025-07-05 15:38:00,AVAX,sell,1424263,0.058161,83035,0,CZK,Korekce trhu
2025-07-05 12:52:00,ADA,sell,1285824,0.022738,29276,0,CZK,Volatilita trhu
2025-07-05 17:14:00,LINK,sell,1187649,0.048158,57082,0,CZK,Volatilita trhu
2025-07-06 21:01:00,XRP,sell,53341,0.074293,3888,0,CZK,Ztráta
2025-07-06 22:18:00,TRX,sell,342581,0.050896,17828,0,CZK,Ztráta
2025-07-06 16:53:00,DOT,buy,812774,0.028738,-23357,0,CZK,Zisk
2025-07-06 17:32:00,SOL,buy,287771,0.068,-19568,0,CZK,Stabilní růst
2025-07-06 11:23:00,MATIC,buy,358831,0.057196,-20524,0,CZK,Automatický trade
2025-07-07 18:59:00,LTC,buy,398434,0.063102,-25142,0,CZK,Automatický trade
2025-07-07 13:43:00,ATOM,sell,1480894,0.045187,66910,0,CZK,Korekce trhu
2025-07-07 19:31:00,ADA,sell,1126057,0.012322,14002,0,CZK,Zisk
2025-07-07 11:32:00,ATOM,buy,441060,0.005297,-2336,0,CZK,Stabilní růst
2025-07-07 22:48:00,TRX,buy,91426,0.018018,-1647,0,CZK,Zisk
2025-07-08 11:51:00,ETH,sell,416811,0.007757,3401,0,CZK,Volatilita trhu
2025-07-08 20:56:00,ADA,buy,914558,0.007926,-7249,0,CZK,Automatický trade
2025-07-09 09:08:00,XRP,sell,550393,0.087621,48069,0,CZK,Volatilita trhu
2025-07-09 11:08:00,SOL,sell,1236081,0.0087,10755,0,CZK,Ztráta
2025-07-09 09:01:00,ADA,sell,83492,0.00486,305,0,CZK,Optimalizace robota
2025-07-09 21:17:00,ETH,sell,1095433,0.017428,18942,0,CZK,Korekce trhu
2025-07-09 22:39:00,ATOM,buy,397047,0.078079,-31001,0,CZK,Stabilní růst
2025-07-10 16:19:00,BTC,buy,434387,0.00616,-2676,0,CZK,Korekce trhu
2025-07-10 22:55:00,SOL,sell,371480,0.067462,24901,0,CZK,Volatilita trhu
2025-07-10 14:34:00,XRP,sell,811545,0.031232,25732,0,CZK,Volatilita trhu
2025-07-10 13:42:00,ATOM,buy,147654,0.027313,-4033,0,CZK,Stabilní růst
2025-07-10 14:18:00,DOT,buy,976570,0.021645,-21138,0,CZK,Stabilní růst
2025-07-10 12:50:00,DOT,buy,284012,0.088013,-24997,0,CZK,Korekce trhu
2025-07-11 22:55:00,DOT,buy,1169670,0.039284,-45949,0,CZK,Korekce trhu
2025-07-12 11:49:00,TRX,sell,1093200,0.013189,14789,0,CZK,Stabilní růst
2025-07-12 18:53:00,BNB,buy,1073065,0.048267,-51794,0,CZK,Ztráta
2025-07-12 14:46:00,BNB,buy,455566,0.038644,-17605,0,CZK,Volatilita trhu
2025-07-12 18:28:00,LTC,buy,209158,0.083339,-17431,0,CZK,Volatilita trhu
2025-07-13 09:11:00,BNB,buy,694105,0.048574,-33715,0,CZK,Zisk
2025-07-13 21:02:00,BTC,sell,330705,0.098834,33044,0,CZK,Ztráta
2025-07-13 19:48:00,ETH,buy,1042632,0.058829,-61337,0,CZK,Korekce trhu
2025-07-13 09:37:00,SOL,sell,324128,0.04741,15301,0,CZK,Volatilita trhu
2025-07-14 17:00:00,DOT,buy,1053353,0.054765,-57687,0,CZK,Stabilní růst
2025-07-14 22:55:00,XRP,buy,621268,0.030858,-19171,0,CZK,Stabilní růst
2025-07-14 16:38:00,DOGE,sell,771352,0.080422,62272,0,CZK,Volatilita trhu
2025-07-14 14:32:00,DOGE,buy,804124,0.084012,-67556,0,CZK,Automatický trade
2025-07-15 21:15:00,DOT,sell,953952,0.064222,61194,0,CZK,Ztráta
2025-07-15 15:14:00,ADA,buy,1240152,0.053021,-65754,0,CZK,Korekce trhu
2025-07-15 14:01:00,BTC,sell,49636,0.028341,1216,0,CZK,Volatilita trhu
2025-07-15 22:28:00,TRX,sell,303201,0.006427,2156,0,CZK,Automatický trade
2025-07-15 09:36:00,ATOM,buy,437680,0.093826,-41066,0,CZK,Automatický trade
2025-07-16 19:26:00,BTC,sell,558302,0.001672,992,0,CZK,Korekce trhu
2025-07-16 09:41:00,DOGE,buy,1007500,0.005611,-5653,0,CZK,Volatilita trhu
2025-07-16 13:26:00,LINK,buy,1014530,0.02907,-29492,0,CZK,Automatický trade
2025-07-17 13:47:00,LINK,sell,635876,0.088633,56287,0,CZK,Zisk
2025-07-17 10:17:00,LINK,buy,580386,0.027793,-16131,0,CZK,Zisk
2025-07-17 20:08:00,MATIC,buy,764298,0.037475,-28642,0,CZK,Stabilní růst
2025-07-17 11:09:00,BNB,buy,533106,0.071294,-38007,0,CZK,Stabilní růst
2025-07-17 09:18:00,BTC,sell,1496715,0.087948,131447,0,CZK,Volatilita trhu
2025-07-18 20:16:00,AVAX,sell,767444,0.019233,14740,0,CZK,Zisk
2025-07-18 21:05:00,BTC,sell,926473,0.099513,92452,0,CZK,Stabilní růst
2025-07-18 21:52:00,DOGE,sell,866822,0.048643,42441,0,CZK,Automatický trade
2025-07-18 13:00:00,XRP,sell,644158,0.014225,9443,0,CZK,Ztráta
2025-07-18 12:08:00,BNB,buy,940431,0.012537,-11790,0,CZK,Korekce trhu
2025-07-19 10:55:00,AVAX,sell,280677,0.049864,14211,0,CZK,Zisk
2025-07-19 09:39:00,XRP,sell,1099490,0.023859,26210,0,CZK,Korekce trhu
2025-07-19 19:17:00,BTC,sell,294113,0.056429,16748,0,CZK,Ztráta
2025-07-20 13:04:00,DOT,buy,225996,0.037652,-8509,0,CZK,Optimalizace robota
2025-07-21 09:28:00,XRP,sell,229332,0.057105,13223,0,CZK,Volatilita trhu
2025-07-21 12:42:00,DOGE,sell,1068471,0.081403,87028,0,CZK,Optimalizace robota
